"","LUC_old","LUC_new"
"443","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"444","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"445","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"446","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"447","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"448","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"449","Single Family Residential Suburban (before)","Other (after)"
"450","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"451","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"452","Single Family Residential Suburban (before)","Other (after)"
"453","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"454","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"455","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"456","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"457","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"458","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"459","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"460","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"461","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"462","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"463","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"464","Commerical / Industrial (before)","Single Family Residential Urban (after)"
"465","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"466","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"467","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"468","Single Family Residential Urban (before)","Other (after)"
"469","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"470","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"471","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"472","Single Family Residential Urban (before)","Other (after)"
"473","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"474","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"475","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"476","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"477","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"478","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"479","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"480","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"481","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"482","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"483","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"484","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"485","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"486","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"487","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"488","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"489","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"490","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"491","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"492","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"493","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"494","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"495","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"496","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"497","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"498","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"499","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"500","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"501","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"502","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"503","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"504","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"505","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"506","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"507","Single Family Residential Urban (before)","Other (after)"
"508","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"509","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"510","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"511","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"512","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"513","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"514","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"515","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"516","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"517","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"518","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"519","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"520","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"521","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"522","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"523","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"524","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"525","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"526","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"527","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"528","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"529","Single Family Residential Urban (before)","Other (after)"
"530","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"531","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"532","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"533","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"534","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"535","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"536","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"537","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"538","Other (before)","Other (after)"
"539","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"540","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"541","Single Family Residential Suburban (before)","Other (after)"
"542","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"543","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"544","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"545","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"546","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"547","Single Family Residential Suburban (before)","Other (after)"
"548","Single Family Residential Suburban (before)","Other (after)"
"549","Multi-Family Residential (before)","Single Family Residential Suburban (after)"
"550","Multi-Family Residential (before)","Single Family Residential Suburban (after)"
"551","Multi-Family Residential (before)","Single Family Residential Suburban (after)"
"552","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"553","Single Family Residential Suburban (before)","Other (after)"
"554","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"555","Single Family Residential Suburban (before)","Other (after)"
"556","Other (before)","Single Family Residential Suburban (after)"
"557","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"558","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"559","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"560","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"561","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"562","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"563","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"564","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"565","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"566","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"567","Undefined (before)","Single Family Residential Urban (after)"
"568","Undefined (before)","Single Family Residential Urban (after)"
"569","Undefined (before)","Single Family Residential Urban (after)"
"570","Undefined (before)","Single Family Residential Urban (after)"
"571","Undefined (before)","Single Family Residential Urban (after)"
"572","Undefined (before)","Single Family Residential Urban (after)"
"573","Undefined (before)","Single Family Residential Urban (after)"
"574","Undefined (before)","Single Family Residential Urban (after)"
"575","Undefined (before)","Single Family Residential Urban (after)"
"576","Undefined (before)","Single Family Residential Urban (after)"
"577","Undefined (before)","Single Family Residential Urban (after)"
"578","Undefined (before)","Single Family Residential Urban (after)"
"579","Undefined (before)","Single Family Residential Urban (after)"
"580","Undefined (before)","Single Family Residential Urban (after)"
"581","Undefined (before)","Single Family Residential Urban (after)"
"582","Undefined (before)","Single Family Residential Urban (after)"
"583","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"584","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"585","Undefined (before)","Single Family Residential Urban (after)"
"586","Undefined (before)","Single Family Residential Urban (after)"
"587","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"588","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"589","Undefined (before)","Single Family Residential Urban (after)"
"590","Undefined (before)","Single Family Residential Urban (after)"
"591","Undefined (before)","Single Family Residential Urban (after)"
"592","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"593","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"594","Undefined (before)","Single Family Residential Urban (after)"
"595","Undefined (before)","Single Family Residential Urban (after)"
"596","Undefined (before)","Single Family Residential Urban (after)"
"597","Undefined (before)","Single Family Residential Urban (after)"
"598","Undefined (before)","Single Family Residential Urban (after)"
"599","Undefined (before)","Single Family Residential Urban (after)"
"600","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"601","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"602","Undefined (before)","Single Family Residential Urban (after)"
"603","Undefined (before)","Single Family Residential Urban (after)"
"604","Undefined (before)","Single Family Residential Urban (after)"
"605","Undefined (before)","Single Family Residential Urban (after)"
"606","Undefined (before)","Single Family Residential Urban (after)"
"607","Undefined (before)","Single Family Residential Urban (after)"
"608","Undefined (before)","Single Family Residential Urban (after)"
"609","Undefined (before)","Single Family Residential Urban (after)"
"610","Undefined (before)","Single Family Residential Urban (after)"
"611","Undefined (before)","Single Family Residential Urban (after)"
"612","Undefined (before)","Single Family Residential Urban (after)"
"613","Undefined (before)","Single Family Residential Urban (after)"
"614","Undefined (before)","Single Family Residential Urban (after)"
"615","Undefined (before)","Single Family Residential Urban (after)"
"616","Undefined (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"617","Single Family Residential Suburban (before)","Other (after)"
"618","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"619","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"620","Undefined (before)","Other (after)"
"621","Other (before)","Other (after)"
"622","Undefined (before)","Single Family Residential Suburban (after)"
"623","Undefined (before)","Single Family Residential Suburban (after)"
"624","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"625","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"626","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"627","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"628","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"629","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"630","Commerical / Industrial (before)","Commerical / Industrial (after)"
"631","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"632","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"633","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"634","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"635","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"636","Commerical / Industrial (before)","Commerical / Industrial (after)"
"637","Single Family Residential Suburban (before)","Undefined (after)"
"638","Commerical / Industrial (before)","Undefined (after)"
"639","Single Family Residential Suburban (before)","Undefined (after)"
"640","Single Family Residential Urban (before)","Undefined (after)"
"641","Single Family Residential Urban (before)","Undefined (after)"
"642","Undefined (before)","Undefined (after)"
"643","Undefined (before)","Undefined (after)"
"644","Undefined (before)","Undefined (after)"
"645","Undefined (before)","Undefined (after)"
"646","Single Family Residential Urban (before)","Undefined (after)"
"647","Undefined (before)","Undefined (after)"
"648","Single Family Residential Urban (before)","Undefined (after)"
"649","Single Family Residential Urban (before)","Undefined (after)"
"650","Single Family Residential Urban (before)","Undefined (after)"
"651","Single Family Residential Urban (before)","Undefined (after)"
"652","Single Family Residential Urban (before)","Undefined (after)"
"653","Commerical / Industrial (before)","Undefined (after)"
"654","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"655","Undefined (before)","Single Family Residential Suburban (after)"
"656","Other (before)","Other (after)"
"657","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"658","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"659","Other (before)","Other (after)"
"660","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"661","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"662","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"663","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"664","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"665","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"666","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"667","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"668","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"669","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"670","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"671","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"672","Agricultural / Undeveloped (20-99 Acres) (before)","Undefined (after)"
"673","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"674","Single Family Residential Suburban (before)","Other (after)"
"675","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"676","Single Family Residential Suburban (before)","Other (after)"
"677","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"678","Agricultural / Undeveloped (100+ Acres) (before)","Other (after)"
"679","Agricultural / Undeveloped (100+ Acres) (before)","Other (after)"
"680","Agricultural / Undeveloped (100+ Acres) (before)","Other (after)"
"681","Agricultural / Undeveloped (100+ Acres) (before)","Other (after)"
"682","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"683","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"684","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"685","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"686","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"687","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"688","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"689","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"690","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"691","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"692","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"693","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"694","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"695","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"696","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"697","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"698","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"699","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"700","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"701","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"702","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"703","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"704","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"705","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"706","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"707","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"708","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"709","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"710","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"711","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"712","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"713","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"714","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"715","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"716","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"717","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"718","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"719","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"720","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"721","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"722","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"723","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"724","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"725","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"726","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"727","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"728","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"729","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"730","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"731","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"732","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"733","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"734","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"735","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"736","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"737","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"738","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"739","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"740","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"741","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"742","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"743","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"744","Agricultural / Undeveloped (100+ Acres) (before)","Other (after)"
"745","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"746","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"747","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"748","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"749","Agricultural / Undeveloped (100+ Acres) (before)","Other (after)"
"750","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"751","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"752","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"753","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"754","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"755","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"756","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"757","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"758","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"759","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"760","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"761","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"762","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"763","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"764","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"765","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Urban (after)"
"766","Agricultural / Undeveloped (100+ Acres) (before)","Other (after)"
"767","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"768","Single Family Residential Suburban (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"769","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"770","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"771","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"772","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"773","Single Family Residential Suburban (before)","Other (after)"
"774","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"775","Single Family Residential Suburban (before)","Other (after)"
"776","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"777","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"778","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"779","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"780","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"781","Commerical / Industrial (before)","Other (after)"
"782","Commerical / Industrial (before)","Commerical / Industrial (after)"
"783","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"784","Single Family Residential Suburban (before)","Other (after)"
"785","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"786","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"787","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"788","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"789","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"790","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"791","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"792","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"793","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"794","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"795","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"796","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"797","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"798","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"799","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"800","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"801","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"802","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"803","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"804","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"805","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"806","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"807","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"808","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"809","Undefined (before)","Other (after)"
"810","Undefined (before)","Single Family Residential Suburban (after)"
"811","Undefined (before)","Single Family Residential Suburban (after)"
"812","Undefined (before)","Single Family Residential Suburban (after)"
"813","Undefined (before)","Single Family Residential Suburban (after)"
"814","Undefined (before)","Single Family Residential Suburban (after)"
"815","Undefined (before)","Single Family Residential Suburban (after)"
"816","Undefined (before)","Single Family Residential Suburban (after)"
"817","Undefined (before)","Single Family Residential Suburban (after)"
"818","Undefined (before)","Single Family Residential Suburban (after)"
"819","Undefined (before)","Single Family Residential Suburban (after)"
"820","Undefined (before)","Single Family Residential Suburban (after)"
"821","Undefined (before)","Single Family Residential Suburban (after)"
"822","Undefined (before)","Single Family Residential Suburban (after)"
"823","Undefined (before)","Single Family Residential Suburban (after)"
"824","Undefined (before)","Single Family Residential Suburban (after)"
"825","Undefined (before)","Single Family Residential Suburban (after)"
"826","Undefined (before)","Single Family Residential Suburban (after)"
"827","Undefined (before)","Single Family Residential Suburban (after)"
"828","Undefined (before)","Single Family Residential Suburban (after)"
"829","Undefined (before)","Single Family Residential Suburban (after)"
"830","Undefined (before)","Single Family Residential Suburban (after)"
"831","Undefined (before)","Single Family Residential Suburban (after)"
"832","Undefined (before)","Single Family Residential Suburban (after)"
"833","Undefined (before)","Single Family Residential Suburban (after)"
"834","Undefined (before)","Single Family Residential Suburban (after)"
"835","Undefined (before)","Single Family Residential Suburban (after)"
"836","Undefined (before)","Other (after)"
"837","Undefined (before)","Other (after)"
"838","Undefined (before)","Other (after)"
"839","Commerical / Industrial (before)","Commerical / Industrial (after)"
"840","Single Family Residential Urban (before)","Other (after)"
"841","Single Family Residential Urban (before)","Other (after)"
"842","Single Family Residential Urban (before)","Other (after)"
"843","Single Family Residential Urban (before)","Other (after)"
"844","Single Family Residential Urban (before)","Other (after)"
"845","Single Family Residential Urban (before)","Other (after)"
"846","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"847","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"848","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"849","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"850","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
"851","Single Family Residential Urban (before)","Single Family Residential Urban (after)"
